alpha,mean_vhub_from10,mean_vhub_from100,mean_abs_gap
0.08,11.404587164548847,11.412098089518832,0.6452240519746388
0.1,12.039304366507565,11.505018491831379,0.8026423452821076
0.11,12.369789426663935,11.551762027822129,0.9604830524645663
0.14,13.416679468735502,11.693135206223904,1.7326795117134535
0.2,15.783761864378691,11.981093211651311,3.80266906988045
